id;Наименование продукта
417;Soy protein concentrate, produced by alcohol extraction
418;Soy protein isolate, potassium type
419;Soy protein isolate, potassium type, crude protein basis
420;Soy sauce made from soy and wheat (shoyu), low sodium
421;Soybean, curd cheese
422;Tofu, salted and fermented (fuyu)
423;Tofu, salted and fermented (fuyu), prepared with calcium sulfate
424;USDA Commodity, Peanut Butter, smooth
425;Vegetarian fillets
426;Vegetarian meatloaf or patties
427;Vegetarian stew
428;Veggie burgers or soyburgers, unprepared
429;Vitasoy USA, Nasoya Lite Firm Tofu
430;Vitasoy USA, Organic Nasoya Extra Firm Tofu
431;Vitasoy USA, Organic Nasoya Firm Tofu
432;Vitasoy USA, Organic Nasoya Super Firm Cubed Tofu
433;Vitasoy USA, Vitasoy Light Vanilla Soymilk
434;Vitasoy USA, Vitasoy Organic Creamy Original Soymilk
435;Vitasoy USA, Vitasoy Orgnaic Classic Original Soymilk
436;WORTHINGTON Chic-Ketts, frozen, unprepared
437;WORTHINGTON Chili, canned, unprepared
438;WORTHINGTON Choplets, canned, unprepared
439;WORTHINGTON Diced Chik, canned, unprepared
440;WORTHINGTON Dinner Roast, frozen, unprepared
441;WORTHINGTON FOODS, LOMA LINDA, BIG FRANKS, meatless franks, canned
442;WORTHINGTON FriChik Original, canned, unprepared
443;WORTHINGTON FriPats, frozen, unprepared
444;WORTHINGTON Leanies, frozen, unprepared
445;WORTHINGTON Low Fat Fri Chik, canned, unprepared
446;WORTHINGTON Low Fat Veja-Links, canned, unprepared
447;WORTHINGTON Meatless Chicken Roll, frozen, unprepared
448;WORTHINGTON Meatless Corned Beef Roll, frozen, unprepared
449;WORTHINGTON Multigrain Cutlets, canned, unprepared
450;WORTHINGTON Prime Stakes, canned, unprepared
451;WORTHINGTON Prosage Links, frozen, unprepared
452;WORTHINGTON Prosage Roll, frozen, unprepared
453;WORTHINGTON Saucettes, canned, unprepared
454;WORTHINGTON Stakelets, frozen, unprepared
455;WORTHINGTON Stripples, frozen, unprepared
456;WORTHINGTON Super Links, canned, unprepared
457;WORTHINGTON Vegetable Skallops, canned, unprepared
458;WORTHINGTON Vegetable Steaks, canned, unprepared
459;WORTHINGTON Vegetarian Burger, canned, unprepared
460;WORTHINGTON Veja-Links, canned, unprepared
461;WORTHINGTON Wham (roll), замороженные, неприготовленный
462;WORTHINGTON Копченые роллы из индейки, замороженные, неприготовленные
463;Yardlong beans, mature seeds, cooked, boiled, without salt
464;Yardlong beans, yardlong, mature seeds, cooked, boiled, with salt
465;Арахис, Валенсия, жаренный на масле, без доб. соли
466;Арахис, Валенсия, жаренный на масле, с солью
467;Арахис, Валенсия, сырой
468;Арахис, Вирджиния, жаренный на масле, без доб. соли
469;Арахис, Вирджиния, жаренный на масле, с солью
470;Арахис, Вирджиния, сырой
471;Арахис, все виды, вареный, с солью
472;Арахис, все виды, жаренный без масла, с солью
473;Арахис, все виды, жаренный на масле, с солью
474;Арахис, все виды, сырой
475;Арахис, все типы, жаренный без масла, без доб. соли
476;Арахис, все типы, жаренный на масле, без доб. соли
477;Арахис, Испания, жаренный на масле, без доб. соли
478;Арахис, Испания, жаренный на масле, с солью
479;Арахис, Испания, сырой
480;Арахисовая мука, обезжиренная
481;Арахисовая мука, с низким содерж. жира
482;Арахисовое масло (паста) с омега-3
483;Арахисовое масло (паста), гладкое, без соли
484;Арахисовое масло (паста), гладкое, с солью
485;Арахисовое масло (паста), с кусочками орехов, без соли
486;Арахисовое масло (паста), с кусочками орехов, обогащенное витаминами и минералами
487;Арахисовое масло (паста), с кусочками орехов, с солью
488;Арахисовое масло (паста), с уменьшенным содерж. натрия
489;Арахисовое масло, гладкое, обогащенное витаминами и минералами
490;Арахисовое масло, гладкое, с пониж. содерж. жира, 34%
491;Арахисовое масло, паста-спред, с пониженным содерж. жира
492;Бекон, из заменителя мяса
493;Бобовый напиток (возможно шоколад?)
494;Бобы (фасоль фава), зрелые семена, вареные, со сливом, без соли
495;Бобы (фасоль фава), зрелые семена, вареные, со сливом, с солью
496;Бобы (фасоль фава), зрелые семена, консервированные
497;Бобы (фасоль фава), зрелые семена, сырые
498;Бобы мунг (маш, фасоль золотистая), зрелые семена, вареные, без доб. соли
499;Бобы мунг (маш, фасоль золотистая), зрелые семена, вареные, с доб. соли
500;Бобы мунг (маш, фасоль золотистая), зрелые семена, сырые
501;Вермишель, из сои
502;Горох лущеный
503;Горох отварной по 1-296
504;Горох отварной с копченой грудинкой по 1-298
505;Горох, зерно
506;Горох, колотый, зрелые семена, вареный, без соли
507;Горох, колотый, зрелые семена, вареный, с солью
508;Горох, колотый, зрелые семена, сырые
509;Горошек зеленый
510;Горошек зеленый, консервы
511;Запеченные, бобы, консервированные, без доб. соли
512;Колбаса, из заменителя мяса
513;Крошка бекона, из заменителя мяса
514;Крылатая фасоль, зрелые семена, вареные, с солью
515;Крылатая фасоль, зрелые семена, сырые
516;Лимская фасоль (лунообразная), крупная, зрелые семена, вареная, без доб. соли
517;Лимская фасоль (лунообразная), крупная, зрелые семена, вареная, с доб. соли
518;Лимская фасоль (лунообразная), крупная, зрелые семена, консервированные
519;Лимская фасоль (лунообразная), крупная, зрелые семена, сырая
520;Лимская фасоль (лунообразная), мелкая, юные семена, вареные, без доб. соли
521;Лимская фасоль (лунообразная), мелкая, юные семена, вареные, с доб. соли
522;Лимская фасоль (лунообразная), мелкая, юные семена, сырые
